Species	PRI_240116_PS_FTMSMS-_1.mzXML	PRI_240116_PS_FTMSMS-_2.mzXML	PRI_240116_PS_FTMSMS-_3.mzXML	PRI_240116_PS_FTMSMS-_4.mzXML	PRI_Group-1	Mspecies	FAI.FC_240116_PS_FTMSMS-_1.mzXML	FAI.FC_240116_PS_FTMSMS-_2.mzXML	FAI.FC_240116_PS_FTMSMS-_3.mzXML	FAI.FC_240116_PS_FTMSMS-_4.mzXML	FAI.FC_Group-1
						PS 18:0-24:1	[0.90877527..0.90877527]	[0.9408298..0.9408298]	[0.8376312..0.8376312]	[0.775836..0.775836]	[0.775836..0.9408298]	
PS 42:2:0	0.7946905	0.79495376	0.7707012	0.80047154	[0.7707012..0.80047154]	Sum	[1.0717394..1.0717394]	[1.0563023..1.0563023]	[0.98899937..0.98899937]	[1.0261116..1.0261116]	[0.98899937..1.0717394]	
						PS 18:1-24:1	[0.8850743..0.8850743]	[0.876883..0.876883]	[0.8172825..0.8172825]	[0.83975494..0.83975494]	[0.8172825..0.8850743]	
						PS 18:0-24:2	[0.16993068..0.16993068]	[0.16334796..0.16334796]	[0.15270829..0.15270829]	[0.16632272..0.16632272]	[0.15270829..0.16993068]	
						PS 20:1-22:1	[0.01673458..0.01673458]	[0.016071115..0.016071115]	[0.01900865..0.01900865]	[0.020034034..0.020034034]	[0.016071115..0.020034034]	
PS 42:3:0	0.09929526	0.11511563	0.113133326	0.10825257	[0.09929526..0.11511563]	Sum	[0.67396235..0.67396235]	[0.7055558..0.7055558]	[0.66779214..0.66779214]	[0.6571909..0.6571909]	[0.6571909..0.7055558]	
						PS 18:1-24:2	[0.1948178..0.1948178]	[0.20329477..0.20329477]	[0.18885636..0.18885636]	[0.17609023..0.17609023]	[0.17609023..0.20329477]	
						PS 18:0-24:3	[0.4791446..0.4791446]	[0.50226086..0.50226086]	[0.47893572..0.47893572]	[0.48110074..0.48110074]	[0.47893572..0.50226086]	
PS 42:4:0	0.69304156	0.69342893	0.7170424	0.69268435	[0.69268435..0.7170424]	Sum	[0.81300604..0.81300604]	[0.84202707..0.84202707]	[0.82614106..0.82614106]	[0.82133144..0.82133144]	[0.81300604..0.84202707]	
						PS 18:1-24:3	[0.13589987..0.13589987]	[0.14010935..0.14010935]	[0.13222606..0.13222606]	[0.13353258..0.13353258]	[0.13222606..0.14010935]	
						PS 18:0-24:4	[0.6631347..0.6631347]	[0.6879796..0.6879796]	[0.6803802..0.6803802]	[0.6748737..0.6748737]	[0.6631347..0.6879796]	
						PS 20:1-22:3	[0.013971563..0.013971563]	[0.013937983..0.013937983]	[0.013534681..0.013534681]	[0.012925177..0.012925177]	[0.012925177..0.013971563]	
PS 42:5:0	0.5888648	0.61110145	0.6277034	0.60032165	[0.5888648..0.6277034]	Sum	[0.6535275..0.6535275]	[0.6822855..0.6822855]	[0.66988975..0.66988975]	[0.66340405..0.66340405]	[0.6535275..0.6822855]	
						PS 18:1-24:4	[0.24803098..0.24803098]	[0.25705063..0.25705063]	[0.24569146..0.24569146]	[0.24727215..0.24727215]	[0.24569146..0.25705063]	
						PS 18:0-24:5 (0z-9z)	[0.4054966..0.4054966]	[0.4252347..0.4252347]	[0.4241982..0.4241982]	[0.4161319..0.4161319]	[0.4054966..0.4252347]	
PS 42:6:0	0.07544289	0.063502826	0.035586223	0.044392403	[0.035586223..0.07544289]	Sum	[0.57539624..0.57539624]	[0.55917174..0.55917174]	[0.53978485..0.53978485]	[0.53735876..0.53735876]	[0.53735876..0.57539624]	
						PS 18:1-24:5 (0z-9z)	[0.18463679..0.18463679]	[0.18573289..0.18573289]	[0.17463104..0.17463104]	[0.17312555..0.17312555]	[0.17312555..0.18573289]	
						PS 18:0-24:6	[0.39075947..0.39075947]	[0.37343866..0.37343866]	[0.36515376..0.36515376]	[0.3642333..0.3642333]	[0.3642333..0.39075947]	
PS 42:7:0	0.35983345	0.38961062	0.45751607	0.45582512	[0.35983345..0.45751607]	Sum	[0.016894499..0.016894499]	[0.017812371..0.017812371]	[0.015176595..0.015176595]	[0.017422087..0.017422087]	[0.015176595..0.017812371]	
						PS 20:1-22:6	[0.0168945..0.0168945]	[0.017812366..0.017812366]	[0.015176594..0.015176594]	[0.017422087..0.017422087]	[0.015176594..0.017812366]	
