Species	PRI_240116_PS_FTMSMS-_1.mzXML	PRI_240116_PS_FTMSMS-_2.mzXML	PRI_240116_PS_FTMSMS-_3.mzXML	PRI_240116_PS_FTMSMS-_4.mzXML	PRI_Group-1	Mspecies	FAI.FC_240116_PS_FTMSMS-_1.mzXML	FAI.FC_240116_PS_FTMSMS-_2.mzXML	FAI.FC_240116_PS_FTMSMS-_3.mzXML	FAI.FC_240116_PS_FTMSMS-_4.mzXML	FAI.FC_Group-1
						PS 19:1/20:4 (5z-8z)	[0.010788215..0.014048868]	[0.009365259..0.0138178775]	[0.010234987..0.013279051]	[0.010666194..0.013466029]	[0.009365259..0.014048868]
						PS 20:4 (5z-8z)/19:1	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]
PS 39:6:0	0.052624356	0.046613976	0.0	0.0	[0.0..0.052624356]	Sum	[0.0391306..0.05392254]	[0.042485263..0.050041262]	[0.0387837..0.051049866]	[0.039485708..0.05276758]	[0.0387837..0.05392254]
						PS 17:0/22:6 (4z)	[0.0391306..0.05392254]	[0.042485263..0.050041262]	[0.0387837..0.051049866]	[0.039485708..0.05276758]	[0.0387837..0.05392254]
						PS 22:6 (4z)/17:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]
PS 40:6:0	25.646725	25.440144	25.375286	25.820467	[25.375286..25.820467]	Sum	[26.004654..32.795532]	[28.00658..33.86319]	[24.725155..31.373281]	[24.940247..33.40353]	[24.725155..33.86319]
						PS 22:6 (4z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]
						PS 18:0/22:6 (4z)	[26.004654..32.795532]	[28.00658..33.86319]	[24.725155..31.373281]	[24.940247..33.40353]	[24.725155..33.86319]
PS 40:7:0	0.44347778	0.44173184	0.4481439	0.4873313	[0.44173184..0.4873313]	Sum	[0.42250937..0.6012751]	[0.43978867..0.5660327]	[0.40299895..0.57365686]	[0.41161036..0.5557812]	[0.40299895..0.6012751]
						PS 18:1/22:6 (4z)	[0.3328617..0.52666783]	[0.34773833..0.48963758]	[0.3144245..0.48721883]	[0.32750815..0.47659913]	[0.3144245..0.52666783]
						PS 22:6 (4z)/18:1	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]
						PS 20:4 (5z-8z)/20:3 (5z-11z)	[0.07460731..0.114924625]	[0.07409604..0.11611637]	[0.0854081..0.11071714]	[0.076808564..0.12689948]	[0.07409604..0.12689948]
						PS 20:3 (5z-11z)/20:4 (5z-8z)	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]
PS 40:8:0	0.04812152	0.0	0.05506875	0.060613636	[0.0..0.060613636]	Sum	[0.016160822..0.023491798]	[0.019229421..0.022864997]	[0.014383599..0.018400054]	[0.015091457..0.01875478]	[0.014383599..0.023491798]
						PS 18:2/22:6 (4z)	[0.0011899242..0.011271581]	[0.0030387593..0.008009456]	[0.0033652256..0.005921417]	[0.003950037..0.005700402]	[0.0011899242..0.011271581]
