Species	PRI_240116_PS_FTMSMS-_1.mzXML	PRI_240116_PS_FTMSMS-_2.mzXML	PRI_240116_PS_FTMSMS-_3.mzXML	PRI_240116_PS_FTMSMS-_4.mzXML	PRI_Group-1	Mspecies	FAI.FC_240116_PS_FTMSMS-_1.mzXML	FAI.FC_240116_PS_FTMSMS-_2.mzXML	FAI.FC_240116_PS_FTMSMS-_3.mzXML	FAI.FC_240116_PS_FTMSMS-_4.mzXML	FAI.FC_Group-1
						PS 18:1/22:0	[0.18962745..0.36978638]	[0.2055026..0.34383112]	[0.2139577..0.2875881]	[0.38851205..0.5744835]	[0.18962745..0.5744835]	
						PS 22:1/18:0	[0.0..0.05120196]	[0.0..0.078391775]	[0.0..0.06391882]	[0.0..0.0072712717]	[0.0..0.078391775]	
						PS 18:0/22:1	[0.6148425..0.7529699]	[0.56565493..0.73954505]	[0.5676423..0.6589569]	[0.64563674..0.7271272]	[0.56565493..0.7529699]	
						PS 20:0/20:1	[0.025169404..0.04078906]	[0.020892143..0.055314884]	[0.030195398..0.049716964]	[0.031655174..0.052649755]	[0.020892143..0.055314884]	
						PS 20:1/20:0	[0.0038367994..0.015590486]	[0.0..0.027270239]	[0.0..0.009048487]	[0.0..0.005370275]	[0.0..0.027270239]	
PS 40:2:0	2.3455756	2.3456185	2.2488086	2.3302326	[2.2488086..2.3456185]	Sum	[2.2590642..2.7595375]	[2.221384..2.6978414]	[2.182705..2.4080966]	[2.2853665..2.737305]	[2.182705..2.7595375]	
						PS 22:1/18:1	[1.2113335..1.6980196]	[1.347134..1.6366773]	[1.1856339..1.488873]	[1.1979853..1.664334]	[1.1856339..1.6980196]	
						PS 18:1/22:1	[0.09970436..0.33851194]	[0.11162404..0.21010204]	[0.09880283..0.2939406]	[0.12934546..0.40336484]	[0.09880283..0.40336484]	
						PS 22:2/18:0	[0.0..0.0]	[0.0..0.009965895]	[0.0..0.0]	[0.0..0.027279112]	[0.0..0.027279112]	
						PS 18:0/22:2	[0.6539057..0.8039313]	[0.6087582..0.7666073]	[0.6435602..0.6928464]	[0.66025686..0.77940327]	[0.6087582..0.8039313]	
						PS 20:1/20:1	[0.10210568..0.119641446]	[0.097116314..0.14357772]	[0.094260775..0.113706894]	[0.10696884..0.11849879]	[0.094260775..0.14357772]	
PS 40:3:0	1.3477999	1.2195473	1.2382331	1.2346642	[1.2195473..1.3477999]	Sum	[3.3886545..3.8733737]	[3.5506897..3.7575781]	[3.1169126..3.7711728]	[3.1566074..3.8259218]	[3.1169126..3.8733737]	
						PS 22:2/18:1	[0.17260748..0.26994038]	[0.18172547..0.24266377]	[0.15064648..0.1771419]	[0.16064638..0.25371978]	[0.15064648..0.26994038]	
						PS 18:1/22:2	[0.10230917..0.18022725]	[0.11586293..0.1728614]	[0.16233458..0.18989614]	[0.11904473..0.20119815]	[0.10230917..0.20119815]	
						PS 22:3 (13z)/18:0	[0.0..0.24770303]	[0.0..0.044008326]	[0.0..0.14640374]	[0.0..0.11240063]	[0.0..0.24770303]	
						PS 18:0/22:3 (13z)	[2.868957..3.488775]	[3.2139888..3.3852558]	[2.6949298..3.3273578]	[2.7692065..3.4060795]	[2.6949298..3.488775]	
PS 40:4:0	10.146628	10.276647	10.222225	10.473965	[10.146628..10.473965]	Sum	[11.816527..13.96232]	[12.471792..14.600163]	[11.530131..13.356707]	[11.644716..14.925613]	[11.530131..14.925613]	
						PS 18:1/22:3 (13z)	[0.38432854..0.52818274]	[0.40238973..0.4955542]	[0.3452584..0.4321686]	[0.31347823..0.5378347]	[0.31347823..0.5378347]	
						PS 22:3 (13z)/18:1	[0.030054128..0.088218965]	[0.0312685..0.11346555]	[0.07368033..0.13774095]	[0.018230649..0.16544446]	[0.018230649..0.16544446]	
						PS 18:0/22:4 (7z-10z)	[11.361161..13.396813]	[11.957439..14.091998]	[11.013693..12.673077]	[11.200067..14.279152]	[11.013693..14.279152]	
						PS 22:4 (7z-10z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.21544231]	[0.0..0.08567491]	[0.0..0.21544231]	
PS 40:5:0	9.01679	9.242242	8.873103	9.216739	[8.873103..9.242242]	Sum	[15.496498..21.150919]	[16.09795..18.91572]	[16.234331..19.400526]	[15.445018..19.2069]	[15.445018..21.150919]	
						PS 18:0/22:5 (4z-7z)	[15.496498..21.150919]	[16.09795..18.91572]	[16.234331..19.400526]	[15.445018..19.2069]	[15.445018..21.150919]	
						PS 22:5 (4z-7z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
PS 40:6:0	26.052237	25.84167	25.772692	26.22374	[25.772692..26.22374]	Sum	[26.066345..32.24846]	[28.024237..33.778126]	[24.78287..30.96713]	[24.953209..33.32351]	[24.78287..33.778126]	
						PS 22:6 (4z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
						PS 18:0/22:6 (4z)	[26.066345..32.24846]	[28.024237..33.778126]	[24.78287..30.96713]	[24.953209..33.32351]	[24.78287..33.778126]	
PS 40:7:0	0.44383	0.4499598	0.44926217	0.48647285	[0.44383..0.48647285]	Sum	[0.4195013..0.5931099]	[0.43663132..0.5525382]	[0.4001635..0.5689205]	[0.40890086..0.5419301]	[0.4001635..0.5931099]	
						PS 18:1/22:6 (4z)	[0.33030725..0.5189173]	[0.34505403..0.47873363]	[0.31210163..0.48397776]	[0.32516798..0.46527466]	[0.31210163..0.5189173]	
						PS 22:6 (4z)/18:1	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
						PS 20:4 (5z-8z)/20:3 (5z-11z)	[0.07419257..0.11361317]	[0.073682085..0.11582876]	[0.084942736..0.11159853]	[0.07638301..0.12541778]	[0.073682085..0.12541778]	
						PS 20:3 (5z-11z)/20:4 (5z-8z)	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
PS 40:8:0	0.049013905	0.0	0.05031905	0.061740175	[0.0..0.061740175]	Sum	[0.016117621..0.02320753]	[0.019195272..0.022790646]	[0.014345583..0.01824386]	[0.0150523195..0.018712025]	[0.014345583..0.02320753]	
						PS 18:2/22:6 (4z)	[0.0012129005..0.01103564]	[0.0030734092..0.0077866716]	[0.0033165414..0.0057933507]	[0.0039018344..0.005575815]	[0.0012129005..0.01103564]	
						PS 22:6 (4z)/18:2	[0.0..0.007184202]	[0.002247384..0.00654839]	[0.0..0.0]	[0.0..0.0]	[0.0..0.007184202]	
						PS 20:4 (5z-8z)/20:4 (5z-8z)	[0.0116221225..0.013689326]	[0.010267337..0.0140669225]	[0.01062216..0.012450511]	[0.009968242..0.013569127]	[0.009968242..0.0140669225]	
PS 41:0:0	-3.2914995E-6	-3.0740687E-6	0.0	-2.1606402E-6	[-3.2914995E-6..0.0]	Sum	[0.46209878..0.74444157]	[0.4046578..0.7851632]	[0.46224278..0.74137497]	[0.43397653..0.79033256]	[0.4046578..0.79033256]	
						PS 23:0/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
						PS 18:0/23:0	[0.46209878..0.74444157]	[0.4046578..0.7851632]	[0.46224278..0.74137497]	[0.43397653..0.79033256]	[0.4046578..0.79033256]	
PS 41:1:0	0.24037348	0.2609765	0.25310025	0.22388484	[0.22388484..0.2609765]	Sum	[0.26266775..0.28379312]	[0.2480183..0.3186505]	[0.22565968..0.30897862]	[0.24871418..0.29735786]	[0.22565968..0.3186505]	
						PS 23:0/18:1	[0.26266775..0.28379312]	[0.2049252..0.3186505]	[0.22565968..0.30897862]	[0.22238487..0.29529515]	[0.2049252..0.3186505]	
						PS 18:1/23:0	[0.0..0.0]	[0.0..0.05448924]	[0.0..0.0]	[0.0..0.030710695]	[0.0..0.05448924]	
PS 41:2:0	0.20774886	0.21770093	0.20230383	0.22287737	[0.20230383..0.22287737]	Sum	[0.66762805..1.1913487]	[0.5277315..1.1895529]	[0.6403983..1.2707373]	[0.5722726..1.1935139]	[0.5277315..1.2707373]	
						PS 18:1/23:1	[0.66762805..1.1913487]	[0.5277315..1.1895529]	[0.6403983..1.2707373]	[0.5722726..1.1935139]	[0.5277315..1.2707373]	
						PS 23:1/18:1	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
PS 41:3:0	0.07132351	0.09164192	0.10463875	0.085713446	[0.07132351..0.10463875]	Sum	[0.46580842..0.7985143]	[0.4064908..0.78505623]	[0.47257107..0.84080017]	[0.42612743..0.8131045]	[0.4064908..0.84080017]	
						PS 18:1/23:2	[0.23599994..0.5056537]	[0.18508205..0.4982828]	[0.23506911..0.5227909]	[0.19575937..0.5093601]	[0.18508205..0.5227909]	
						PS 23:2/18:1	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
						PS 18:0/23:3 (13z)	[0.21182348..0.29765603]	[0.20354128..0.2804063]	[0.23750195..0.30247703]	[0.22096586..0.29132172]	[0.20354128..0.30247703]	
						PS 23:3 (13z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
						PS 19:0/22:3 (13z)	[0.0046472927..0.017984997]	[0.005172215..0.01786745]	[0.0..0.013438207]	[0.007778697..0.015607155]	[0.0..0.017984997]	
						PS 22:3 (13z)/19:0	[0.0..0.00856086]	[0.0..0.0056282463]	[0.0..0.0067191035]	[0.0..0.0029965737]	[0.0..0.00856086]	
PS 41:4:0	0.0611301	0.07433047	0.08643377	0.0858708	[0.0611301..0.08643377]	Sum	[0.35473824..0.5242218]	[0.37123686..0.5110053]	[0.25699028..0.2842295]	[0.24617118..0.32848018]	[0.24617118..0.5242218]	
						PS 18:1/23:3 (13z)	[0.115504034..0.14263432]	[0.1158669..0.13664928]	[0.07528311..0.08092699]	[0.074712805..0.09021983]	[0.074712805..0.14263432]	
						PS 23:3 (13z)/18:1	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
						PS 18:0/23:4 (7z-10z)	[0.21355705..0.32114282]	[0.20993173..0.32719478]	[0.13492091..0.15433839]	[0.12473305..0.17419153]	[0.12473305..0.32719478]	
						PS 23:4 (7z-10z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
						PS 19:1/22:3 (13z)	[0.0..0.004873998]	[0.0046610576..0.005493029]	[0.0043129013..0.006758968]	[0.004679429..0.008038088]	[0.0..0.008038088]	
						PS 22:3 (13z)/19:1	[0.0..0.0024157502]	[0.0..0.0]	[0.0..0.0]	[2.6936474E-4..0.0021250115]	[0.0..0.0024157502]	
						PS 19:0/22:4 (7z-10z)	[0.00889263..0.025629643]	[0.01831713..0.02907831]	[0.014391795..0.027407303]	[0.013933835..0.028915612]	[0.00889263..0.02907831]	
						PS 22:4 (7z-10z)/19:0	[0.00592842..0.021844955]	[0.00843628..0.015032007]	[0.005921624..0.015230271]	[0.0073816143..0.01956636]	[0.005921624..0.021844955]	
						PS 21:0/20:4 (5z-8z)	[0.0..0.008363692]	[0.0..0.009865638]	[0.0061817844..0.010617332]	[0.0055781025..0.011529172]	[0.0..0.011529172]	
						PS 20:4 (5z-8z)/21:0	[0.0..0.008363692]	[0.0..0.009865638]	[0.0..0.0030896438]	[0.0..0.004023681]	[0.0..0.009865638]	
PS 41:5:0	0.080956265	0.06071183	0.0625128	0.050908886	[0.050908886..0.080956265]	Sum	[0.024404455..0.043053716]	[0.028071707..0.03906546]	[0.017447839..0.045845643]	[0.022920514..0.056555912]	[0.017447839..0.056555912]	
						PS 22:5 (4z-7z)/19:0	[0.010621627..0.018926997]	[0.013690709..0.019074932]	[0.009160116..0.023686916]	[0.012255564..0.02981672]	[0.009160116..0.02981672]	
						PS 19:0/22:5 (4z-7z)	[0.013782826..0.02412672]	[0.014380997..0.019990528]	[0.008287724..0.022158727]	[0.010664949..0.02673919]	[0.008287724..0.02673919]	
PS 41:6:0	0.092654616	0.11291617	0.12827584	0.115052894	[0.092654616..0.12827584]	Sum	[0.024423648..0.063597836]	[0.055119023..0.060428143]	[0.026431512..0.06520514]	[0.025243247..0.069698505]	[0.024423648..0.069698505]	
						PS 19:0/22:6 (4z)	[0.014733649..0.06209125]	[0.023934716..0.045537416]	[0.012742573..0.0636571]	[0.012118998..0.069101155]	[0.012118998..0.069101155]	
						PS 22:6 (4z)/19:0	[0.0..0.024960684]	[0.013547952..0.03451257]	[0.0..0.03322901]	[0.0..0.036209006]	[0.0..0.036209006]	
PS 42:1:0	0.27189597	0.20458917	0.28874382	0.2208501	[0.20458917..0.28874382]	Sum	[2.1881895..3.35764]	[1.98834..3.5109303]	[2.148421..2.8594258]	[1.9882315..2.9047997]	[1.9882315..3.5109303]	
						PS 24:0/18:1	[0.13657229..0.604494]	[0.13760622..0.59413517]	[0.27928805..0.4639556]	[0.2910024..0.7158709]	[0.13657229..0.7158709]	
						PS 18:1/24:0	[0.53225774..1.1977676]	[0.5118951..1.1425676]	[0.47877952..0.72657204]	[0.30945212..0.74083]	[0.30945212..1.1977676]	
						PS 18:0/24:1	[1.2473347..2.0419502]	[1.0656933..2.176686]	[1.3178688..1.8539304]	[1.1506743..1.7631425]	[1.0656933..2.176686]	
						PS 24:1/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
PS 42:2:0	1.6096159	1.6137881	1.5637727	1.6392992	[1.5637727..1.6392992]	Sum	[1.7741041..2.2030149]	[1.5781531..2.2055745]	[1.6913503..1.9734248]	[1.6617141..2.1652632]	[1.5781531..2.2055745]	
						PS 18:1/24:1	[0.3018905..0.5353459]	[0.26847467..0.48528856]	[0.2846905..0.38649654]	[0.2748628..0.4536557]	[0.26847467..0.5353459]	
						PS 24:1/18:1	[1.14333..1.5093782]	[1.0962715..1.5016477]	[1.1508765..1.3076465]	[1.1450086..1.5103414]	[1.0962715..1.5103414]	
						PS 18:0/24:2	[0.14687455..0.38049048]	[0.102351576..0.3769492]	[0.17586385..0.3369812]	[0.13816568..0.3665182]	[0.102351576..0.38049048]	
						PS 24:2/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
						PS 20:1/22:1	[0.012460856..0.03461104]	[0.0..0.01896186]	[0.0062774573..0.0146649955]	[0.010714776..0.021556355]	[0.0..0.03461104]	
						PS 22:1/20:1	[0.013816015..0.03704927]	[0.012123272..0.048495807]	[0.022080591..0.0307408]	[0.02002689..0.032157116]	[0.012123272..0.048495807]	
PS 42:3:0	0.20111886	0.23368934	0.22955044	0.22169225	[0.20111886..0.23368934]	Sum	[0.74711156..1.480589]	[0.6552948..1.5903414]	[0.7264634..1.4459763]	[0.66244036..1.4165955]	[0.6552948..1.5903414]	
						PS 18:1/24:2	[0.15834455..0.40121812]	[0.08137139..0.4302365]	[0.117270075..0.3828588]	[0.12633172..0.36022565]	[0.08137139..0.4302365]	
						PS 24:2/18:1	[0.0..0.11033498]	[0.0..0.22071132]	[0.0..0.16577788]	[0.0..0.10734724]	[0.0..0.22071132]	
						PS 18:0/24:3 (15z)	[0.5338792..1.0758462]	[0.49214673..1.1564394]	[0.52454805..1.0598353]	[0.48668465..1.0577779]	[0.48668465..1.1564394]	
						PS 24:3 (15z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
PS 42:4:0	1.4037299	1.4076886	1.4548974	1.4185598	[1.4037299..1.4548974]	Sum	[1.7985125..1.9849384]	[1.7565569..1.9585663]	[1.7960608..1.8397381]	[1.7621925..1.9317666]	[1.7565569..1.9849384]	
						PS 18:1/24:3 (15z)	[0.05040421..0.26469776]	[0.08234478..0.24806674]	[0.061438076..0.24083167]	[0.0595776..0.24694192]	[0.05040421..0.26469776]	
						PS 24:3 (15z)/18:1	[0.01501402..0.20748144]	[0.03785518..0.17789403]	[0.026853727..0.1936642]	[0.02044675..0.18492709]	[0.01501402..0.20748144]	
						PS 18:0/24:4 (9z)	[1.5023751..1.7016872]	[1.5323862..1.6653266]	[1.5183601..1.6226213]	[1.4966595..1.6309564]	[1.4966595..1.7016872]	
						PS 24:4 (9z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.021202434]	[0.0..0.021202434]	
						PS 20:1/22:3 (13z)	[0.01622289..0.03630482]	[0.02542725..0.036062934]	[0.009247353..0.0282272]	[0.016726393..0.027579349]	[0.009247353..0.03630482]	
						PS 22:3 (13z)/20:1	[0.0..0.005663552]	[0.0..0.0049406216]	[0.0..0.009145613]	[0.0..0.0038611088]	[0.0..0.009145613]	
PS 42:5:0	1.1927238	1.2405607	1.2736264	1.2294087	[1.1927238..1.2736264]	Sum	[1.5126982..1.7869476]	[1.4514104..1.809011]	[1.4315718..1.6103941]	[1.4542525..1.7462063]	[1.4315718..1.809011]	
						PS 18:1/24:4 (9z)	[0.35634413..0.42140627]	[0.30695698..0.44025463]	[0.3304527..0.40431005]	[0.33696935..0.4532494]	[0.30695698..0.4532494]	
						PS 24:4 (9z)/18:1	[0.18649787..0.22720398]	[0.16676779..0.26609507]	[0.16549677..0.22662334]	[0.15147676..0.23201299]	[0.15147676..0.26609507]	
						PS 18:0/24:5 (6z-9z)	[0.95764506..1.1522995]	[0.930261..1.1615777]	[0.89970845..1.0278147]	[0.93517137..1.112291]	[0.89970845..1.1615777]	
						PS 24:5 (6z-9z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
PS 42:6:0	0.15280677	0.12891328	0.072205365	0.09091194	[0.072205365..0.15280677]	Sum	[0.8019461..1.317964]	[0.72706723..1.2992216]	[0.8489859..1.2215732]	[0.75902826..1.2107033]	[0.72706723..1.317964]	
						PS 18:1/24:5 (6z-9z)	[0.33562246..0.43204585]	[0.2697542..0.4421054]	[0.32466766..0.41985363]	[0.2929902..0.40469688]	[0.2697542..0.4421054]	
						PS 24:5 (6z-9z)/18:1	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
						PS 18:0/24:6 (6z)	[0.46632367..0.89370096]	[0.45731303..0.8644187]	[0.51187044..0.80859274]	[0.46603805..0.81579995]	[0.45731303..0.89370096]	
						PS 24:6 (6z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
PS 42:7:0	0.72882926	0.79092526	0.92831194	0.9334919	[0.72882926..0.9334919]	Sum	[0.033448976..0.07122673]	[0.052170027..0.06380222]	[0.029618876..0.05151633]	[0.033910565..0.057726603]	[0.029618876..0.07122673]	
						PS 20:1/22:6 (4z)	[0.033448976..0.07122673]	[0.043249127..0.062298108]	[0.029618876..0.05151633]	[0.031397298..0.05637805]	[0.029618876..0.07122673]	
						PS 22:6 (4z)/20:1	[0.0..0.0]	[0.0..0.011089063]	[0.0..0.0]	[0.0..0.0046230005]	[0.0..0.011089063]	
