Species	PRI_240116_PS_FTMSMS-_1.mzXML	PRI_240116_PS_FTMSMS-_2.mzXML	PRI_240116_PS_FTMSMS-_3.mzXML	PRI_240116_PS_FTMSMS-_4.mzXML	PRI_Group-1	Mspecies	FAI.FC_240116_PS_FTMSMS-_1.mzXML	FAI.FC_240116_PS_FTMSMS-_2.mzXML	FAI.FC_240116_PS_FTMSMS-_3.mzXML	FAI.FC_240116_PS_FTMSMS-_4.mzXML	FAI.FC_Group-1
PS 39:6:0	0.026463209	0.023389801	0.0	0.0	[0.0..0.026463209]	Sum	[0.017176248..0.022561913]	[0.018072305..0.021294301]	[0.017233854..0.02188886]	[0.0176336..0.022798346]	[0.017176248..0.022798346]	
						PS 17:0/22:6 (4z)	[0.017176902..0.022570435]	[0.018077224..0.021301107]	[0.017247899..0.02187647]	[0.017638369..0.022806846]	[0.017176902..0.022806846]	
						PS 22:6 (4z)/17:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
PS 40:1:0	0.61145395	0.6674872	0.6318265	0.65710855	[0.61145395..0.6674872]	Sum	[0.83223486..0.95574063]	[0.8340398..0.977746]	[0.85528314..0.92899173]	[0.96602917..0.9897044]	[0.83223486..0.9897044]	
						PS 22:0/18:1	[0.41125584..0.55039024]	[0.42195752..0.5406678]	[0.44763604..0.5199755]	[0.43232557..0.49842504]	[0.41125584..0.55039024]	
						PS 18:1/22:0	[0.07977178..0.1531015]	[0.088918254..0.14050886]	[0.09234253..0.12750594]	[0.17385572..0.233996]	[0.07977178..0.233996]	
						PS 22:1/18:0	[0.0..0.02058446]	[0.0..0.032293253]	[0.0..0.027876263]	[0.0..0.0029311832]	[0.0..0.032293253]	
						PS 18:0/22:1	[0.25864965..0.30271262]	[0.24475141..0.30465332]	[0.24499013..0.28738415]	[0.2825962..0.2935308]	[0.24475141..0.30465332]	
						PS 20:0/20:1	[0.010939636..0.016398214]	[0.009039754..0.022604791]	[0.013436126..0.021552071]	[0.014165412..0.022870641]	[0.009039754..0.022870641]	
						PS 20:1/20:0	[0.0016676272..0.0062677623]	[0.0..0.011144163]	[0.0..0.003922477]	[0.0..0.0023328054]	[0.0..0.011144163]	
PS 40:2:0	1.1580442	1.1554542	1.1083194	1.1378552	[1.1083194..1.1580442]	Sum	[0.99287826..1.1110452]	[0.9688963..1.1024679]	[0.96694285..1.0327046]	[0.99242574..1.1068108]	[0.96694285..1.1110452]	
						PS 22:1/18:1	[0.53251994..0.68264604]	[0.58288705..0.6688389]	[0.52757466..0.63572085]	[0.52017134..0.67092365]	[0.52017134..0.68264604]	
						PS 18:1/22:1	[0.043831494..0.1360902]	[0.048298247..0.08585959]	[0.043964554..0.12550713]	[0.056162458..0.16260378]	[0.043831494..0.16260378]	
						PS 22:2/18:0	[0.0..0.0]	[0.0..0.004072629]	[0.0..0.0]	[0.0..0.010996712]	[0.0..0.010996712]	
						PS 18:0/22:2	[0.2837486..0.32369095]	[0.2656056..0.31327915]	[0.28533083..0.2990273]	[0.28867167..0.3141918]	[0.2656056..0.32369095]	
						PS 20:1/20:1	[0.04475408..0.049375497]	[0.041261986..0.058660716]	[0.041791752..0.04907504]	[0.047203273..0.048311554]	[0.041261986..0.058660716]	
PS 40:3:0	0.6654281	0.6007503	0.6102599	0.60288787	[0.6007503..0.6654281]	Sum	[1.4852294..1.6288214]	[1.5321193..1.5730801]	[1.3807988..1.6285317]	[1.4075482..1.5469857]	[1.3807988..1.6288214]	
						PS 22:2/18:1	[0.07588077..0.11385199]	[0.07863021..0.09997257]	[0.06703355..0.07679019]	[0.07188784..0.102279104]	[0.06703355..0.11385199]	
						PS 18:1/22:2	[0.044976607..0.07601394]	[0.050132357..0.071215406]	[0.07223444..0.08231908]	[0.053271472..0.08110667]	[0.044976607..0.08231908]	
						PS 22:3 (13z)/18:0	[0.0..0.101248965]	[0.0..0.018229725]	[0.0..0.063465334]	[0.0..0.045310758]	[0.0..0.101248965]	
						PS 18:0/22:3 (13z)	[1.2612355..1.4260417]	[1.3664591..1.405711]	[1.1991699..1.442394]	[1.2391955..1.3730532]	[1.1991699..1.442394]	
PS 40:4:0	5.009536	5.0622873	5.037997	5.1144485	[5.009536..5.1144485]	Sum	[5.193466..5.773451]	[5.313625..5.963984]	[5.1337147..5.7638817]	[5.2106757..6.0142746]	[5.1337147..6.0142746]	
						PS 18:1/22:3 (13z)	[0.16895644..0.21234259]	[0.16440204..0.21072672]	[0.14794277..0.19160762]	[0.14027874..0.21681106]	[0.14027874..0.21681106]	
						PS 22:3 (13z)/18:1	[0.013212234..0.035466213]	[0.012775189..0.04824946]	[0.03157192..0.061069254]	[0.008158055..0.0666937]	[0.008158055..0.0666937]	
						PS 18:0/22:4 (7z-10z)	[4.994533..5.5700817]	[5.0889277..5.758788]	[4.9007916..5.4638853]	[5.011931..5.7561884]	[4.9007916..5.758788]	
						PS 22:4 (7z-10z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.09288606]	[0.0..0.034537133]	[0.0..0.09288606]	
PS 40:5:0	4.4517183	4.552738	4.373086	4.5005436	[4.373086..4.552738]	Sum	[6.7572594..8.881433]	[6.8264685..8.167645]	[6.9823923..8.361385]	[6.843079..8.32071]	[6.7572594..8.881433]	
						PS 18:0/22:5 (4z-7z)	[6.7588887..8.884787]	[6.8263783..8.169459]	[6.9767237..8.356651]	[6.843384..8.323812]	[6.7588887..8.884787]	
						PS 22:5 (4z-7z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
PS 40:6:0	12.862362	12.729633	12.7020035	12.80508	[12.7020035..12.862362]	Sum	[11.424741..13.600709]	[11.903469..14.612104]	[10.978864..13.411826]	[11.12677..13.474135]	[10.978864..14.612104]	
						PS 22:6 (4z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
						PS 18:0/22:6 (4z)	[11.425176..13.601342]	[11.906709..14.615348]	[10.98781..13.424106]	[11.129778..13.471645]	[10.98781..14.615348]	
PS 40:7:0	0.21912523	0.2216507	0.22141768	0.23754524	[0.21912523..0.23754524]	Sum	[0.18437445..0.24941307]	[0.18575297..0.24099942]	[0.17817016..0.24568087]	[0.18297139..0.23533441]	[0.17817016..0.24941307]	
						PS 18:1/22:6 (4z)	[0.14477742..0.21829621]	[0.14660373..0.20853066]	[0.13837434..0.20888115]	[0.14503334..0.20202464]	[0.13837434..0.21829621]	
						PS 22:6 (4z)/18:1	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
						PS 20:4 (5z-8z)/20:3 (5z-11z)	[0.031211056..0.04941987]	[0.03188126..0.049212378]	[0.036660645..0.049478672]	[0.033165894..0.050558213]	[0.031211056..0.050558213]	
						PS 20:3 (5z-11z)/20:4 (5z-8z)	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
PS 40:8:0	0.024198867	0.0	0.02479961	0.030147796	[0.0..0.030147796]	Sum	[0.0068394803..0.009759172]	[0.008153312..0.009491151]	[0.006355123..0.007878372]	[0.0066934787..0.0075660814]	[0.006355123..0.009759172]	
						PS 18:2/22:6 (4z)	[4.883563E-4..0.004654471]	[0.0013074814..0.0033973812]	[0.001416101..0.0025003664]	[0.0017403192..0.0024210475]	[4.883563E-4..0.004654471]	
						PS 22:6 (4z)/18:2	[0.0..0.0030300606]	[9.560761E-4..0.00285711]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0030300606]	
						PS 20:4 (5z-8z)/20:4 (5z-8z)	[0.0049018296..0.0055118026]	[0.0044797137..0.0057472405]	[0.004709474..0.005373547]	[0.004330126..0.0054855705]	[0.004330126..0.0057472405]	
PS 41:0:0	-1.6250605E-6	-1.5142895E-6	0.0	-1.055043E-6	[-1.6250605E-6..0.0]	Sum	[0.19488901..0.32718852]	[0.17588817..0.33402643]	[0.2001968..0.32672834]	[0.18845531..0.3536511]	[0.17588817..0.3536511]	
						PS 23:0/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
						PS 18:0/23:0	[0.1948981..0.3272674]	[0.17592722..0.33402205]	[0.20038009..0.32652962]	[0.188516..0.35366687]	[0.17592722..0.35366687]	
PS 41:1:0	0.11867583	0.1285573	0.124739796	0.1093232	[0.1093232..0.1285573]	Sum	[0.11007413..0.11968905]	[0.10551266..0.13898511]	[0.09913647..0.13381827]	[0.111292444..0.12023464]	[0.09913647..0.13898511]	
						PS 23:0/18:1	[0.11008994..0.11969463]	[0.08717873..0.13902952]	[0.099232525..0.13394079]	[0.099515274..0.119038895]	[0.08717873..0.13902952]	
						PS 18:1/23:0	[0.0..0.0]	[0.0..0.02377405]	[0.0..0.0]	[0.0..0.012380046]	[0.0..0.02377405]	
PS 41:2:0	0.10256859	0.10723971	0.09970491	0.10883126	[0.09970491..0.10883126]	Sum	[0.2815705..0.49901897]	[0.23017949..0.50606304]	[0.27735573..0.56578743]	[0.24851072..0.53406316]	[0.23017949..0.56578743]	
						PS 18:1/23:1	[0.28158358..0.49913925]	[0.23025304..0.50605637]	[0.27760965..0.5654433]	[0.24859074..0.53408694]	[0.23025304..0.5654433]	
						PS 23:1/18:1	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
PS 41:3:0	0.035213437	0.045142908	0.05157093	0.04185397	[0.035213437..0.05157093]	Sum	[0.19645356..0.35095397]	[0.17729822..0.33398092]	[0.20466997..0.37436074]	[0.18504682..0.3638409]	[0.17729822..0.37436074]	
						PS 18:1/23:2	[0.09953703..0.22229275]	[0.08075264..0.21197812]	[0.10190136..0.23262765]	[0.08503634..0.22793415]	[0.08075264..0.23262765]	
						PS 23:2/18:1	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
						PS 18:0/23:3 (13z)	[0.089340195..0.122924]	[0.08880654..0.118786216]	[0.10295599..0.134594]	[0.095985845..0.1288789]	[0.08880654..0.134594]	
						PS 23:3 (13z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
						PS 19:0/22:3 (13z)	[0.0018711631..0.0075854817]	[0.0022003497..0.0077956975]	[0.0..0.005958006]	[0.00337755..0.0069611953]	[0.0..0.0077956975]	
						PS 22:3 (13z)/19:0	[0.0..0.0036106897]	[0.0..0.0024556448]	[0.0..0.002979003]	[0.0..0.0013365495]	[0.0..0.0036106897]	
PS 41:4:0	0.030180806	0.036615267	0.042598654	0.04193081	[0.030180806..0.042598654]	Sum	[0.14917363..0.2123001]	[0.16059361..0.21705268]	[0.1109779..0.12342013]	[0.10684895..0.13236107]	[0.10684895..0.21705268]	
						PS 18:1/23:3 (13z)	[0.04871581..0.057429582]	[0.050553568..0.05745633]	[0.032634877..0.035542026]	[0.032482237..0.03647304]	[0.032482237..0.05745633]	
						PS 23:3 (13z)/18:1	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
						PS 18:0/23:4 (7z-10z)	[0.09007135..0.13313343]	[0.09159474..0.13919432]	[0.05823464..0.06867635]	[0.054183062..0.07021981]	[0.054183062..0.13919432]	
						PS 23:4 (7z-10z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
						PS 19:1/22:3 (13z)	[0.0..0.0019624426]	[0.0019803522..0.002376761]	[0.0018696226..0.0028962088]	[0.0020940031..0.0034916822]	[0.0..0.0034916822]	
						PS 22:3 (13z)/19:1	[0.0..9.7119156E-4]	[0.0..0.0]	[0.0..0.0]	[1.20538345E-4..9.230884E-4]	[0.0..9.7119156E-4]	
						PS 19:0/22:4 (7z-10z)	[0.0039093303..0.0103037525]	[0.007792424..0.012687077]	[0.0064039547..0.011880938]	[0.006235268..0.012560716]	[0.0039093303..0.012687077]	
						PS 22:4 (7z-10z)/19:0	[0.00260622..0.008782214]	[0.00358894..0.006558574]	[0.0026349607..0.0066022514]	[0.0033032072..0.008499474]	[0.00260622..0.008782214]	
						PS 21:0/20:4 (5z-8z)	[0.0..0.0036659015]	[0.0..0.0041916315]	[0.0027507248..0.0046025636]	[0.0024220406..0.004793377]	[0.0..0.004793377]	
						PS 20:4 (5z-8z)/21:0	[0.0..0.0036659015]	[0.0..0.0041916315]	[0.0..0.001339346]	[0.0..0.0016728888]	[0.0..0.0041916315]	
PS 41:5:0	0.03996927	0.029906712	0.030809268	0.024858866	[0.024858866..0.03996927]	Sum	[0.010725969..0.018157797]	[0.0119423475..0.017039098]	[0.0077685355..0.019855693]	[0.010256272..0.024559535]	[0.0077685355..0.024559535]	
						PS 22:5 (4z-7z)/19:0	[0.0046694227..0.007982786]	[0.0058242646..0.00832253]	[0.004076001..0.010268168]	[0.005484257..0.012952151]	[0.004076001..0.012952151]	
						PS 19:0/22:5 (4z-7z)	[0.006059132..0.010175859]	[0.006117925..0.008722012]	[0.0036878104..0.009605705]	[0.004772471..0.011615294]	[0.0036878104..0.011615294]	
PS 41:6:0	0.04574491	0.05562263	0.06322041	0.05618046	[0.04574491..0.06322041]	Sum	[0.010704756..0.026744002]	[0.024041146..0.025707515]	[0.011709215..0.028157989]	[0.0112561..0.028182121]	[0.010704756..0.028182121]	
						PS 19:0/22:6 (4z)	[0.0064771273..0.026188051]	[0.010356235..0.019347565]	[0.0056700963..0.027595056]	[0.005423145..0.027855946]	[0.005423145..0.027855946]	
						PS 22:6 (4z)/19:0	[0.0..0.010527597]	[0.0058620195..0.014663418]	[0.0..0.014404619]	[0.0..0.014596515]	[0.0..0.014663418]	
PS 42:1:0	0.13423894	0.10078085	0.14230664	0.10784134	[0.10078085..0.14230664]	Sum	[0.9228635..1.475712]	[0.86725..1.4936302]	[0.93047863..1.2714367]	[0.86339414..1.2183782]	[0.86339414..1.4936302]	
						PS 24:0/18:1	[0.057452723..0.25041884]	[0.05954039..0.25243127]	[0.12053862..0.19810034]	[0.12635472..0.28858072]	[0.057452723..0.28858072]	
						PS 18:1/24:0	[0.22390823..0.49618948]	[0.22149025..0.4854448]	[0.20663764..0.31023264]	[0.1343657..0.2986422]	[0.1343657..0.49618948]	
						PS 18:0/24:1	[0.52608484..0.89767116]	[0.4649697..0.9259999]	[0.57128996..0.8249482]	[0.49984396..0.7666548]	[0.4649697..0.9259999]	
						PS 24:1/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
PS 42:2:0	0.7946905	0.79495376	0.7707012	0.80047154	[0.7707012..0.80047154]	Sum	[0.748224..0.955874]	[0.68833965..0.9383019]	[0.73252183..0.8786543]	[0.72160316..0.91398406]	[0.68833965..0.955874]	
						PS 18:1/24:1	[0.12699817..0.22040246]	[0.11616544..0.20050254]	[0.122870274..0.16876103]	[0.11934682..0.18287694]	[0.11616544..0.22040246]	
						PS 24:1/18:1	[0.48097187..0.6214125]	[0.47434214..0.620423]	[0.49670961..0.5709748]	[0.49716857..0.60884637]	[0.47434214..0.6214125]	
						PS 18:0/24:2	[0.06194686..0.16726919]	[0.044656735..0.16036072]	[0.07623616..0.1499474]	[0.06001809..0.16401367]	[0.044656735..0.16726919]	
						PS 24:2/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
						PS 20:1/22:1	[0.005477974..0.014597801]	[0.0..0.007748889]	[0.0027433052..0.006494145]	[0.0047947676..0.008689763]	[0.0..0.014597801]	
						PS 22:1/20:1	[0.006073722..0.015626166]	[0.005245579..0.01981813]	[0.009649417..0.013613043]	[0.008961856..0.012963124]	[0.005245579..0.01981813]	
PS 42:3:0	0.09929526	0.11511563	0.113133326	0.10825257	[0.09929526..0.11511563]	Sum	[0.31509244..0.6507317]	[0.28581852..0.67656773]	[0.31463042..0.6438114]	[0.28766623..0.63388574]	[0.28581852..0.67656773]	
						PS 18:1/24:2	[0.0666118..0.17585847]	[0.035208322..0.18279536]	[0.05061288..0.16974548]	[0.054853875..0.16066997]	[0.035208322..0.18279536]	
						PS 24:2/18:1	[0.0..0.048361074]	[0.0..0.09377402]	[0.0..0.07349979]	[0.0..0.04787965]	[0.0..0.09377402]	
						PS 18:0/24:3 (15z)	[0.22517273..0.4729577]	[0.21472718..0.49196938]	[0.22738914..0.47159767]	[0.211412..0.4733463]	[0.211412..0.49196938]	
						PS 24:3 (15z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
PS 42:4:0	0.69304156	0.69342893	0.7170424	0.69268435	[0.69268435..0.7170424]	Sum	[0.75851816..0.8068854]	[0.76615363..0.833219]	[0.76785785..0.815966]	[0.76523614..0.8163157]	[0.75851816..0.833219]	
						PS 18:1/24:3 (15z)	[0.021203857..0.116020046]	[0.035629496..0.105396576]	[0.026516212..0.10677588]	[0.025868898..0.11014249]	[0.021203857..0.116020046]	
						PS 24:3 (15z)/18:1	[0.006316042..0.09094148]	[0.016379436..0.07558216]	[0.011589867..0.08586356]	[0.008878084..0.08248227]	[0.006316042..0.09094148]	
						PS 18:0/24:4 (9z)	[0.6585081..0.69167256]	[0.6685912..0.6886253]	[0.65932673..0.7003112]	[0.6563985..0.68939495]	[0.6563985..0.7003112]	
						PS 24:4 (9z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.008871875]	[0.0..0.008871875]	
						PS 20:1/22:3 (13z)	[0.0068245856..0.014595439]	[0.010817193..0.014737356]	[0.003991088..0.012268139]	[0.007262685..0.0115723815]	[0.003991088..0.014737356]	
						PS 22:3 (13z)/20:1	[0.0..0.0022768886]	[0.0..0.0020190177]	[0.0..0.0039748773]	[0.0..0.0016201335]	[0.0..0.0039748773]	
PS 42:5:0	0.5888648	0.61110145	0.6277034	0.60032165	[0.5888648..0.6277034]	Sum	[0.6488957..0.7182942]	[0.6278666..0.7389583]	[0.62001204..0.691642]	[0.63151246..0.70363367]	[0.62001204..0.7389583]	
						PS 18:1/24:4 (9z)	[0.155261..0.16941579]	[0.13281621..0.17991295]	[0.14366473..0.17263281]	[0.1463138..0.18271317]	[0.13281621..0.18271317]	
						PS 24:4 (9z)/18:1	[0.08125809..0.091341645]	[0.07215822..0.10874151]	[0.07194993..0.096763924]	[0.06577198..0.093528695]	[0.06577198..0.10874151]	
						PS 18:0/24:5 (6z-9z)	[0.41220313..0.46325302]	[0.40251166..0.4746864]	[0.39001942..0.45445567]	[0.40623114..0.44838494]	[0.39001942..0.4746864]	
						PS 24:5 (6z-9z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
PS 42:6:0	0.07544289	0.063502826	0.035586223	0.044392403	[0.035586223..0.07544289]	Sum	[0.33821878..0.5776566]	[0.31712335..0.55185246]	[0.3666235..0.5411596]	[0.32960978..0.53985906]	[0.31712335..0.5776566]	
						PS 18:1/24:5 (6z-9z)	[0.14155453..0.18937062]	[0.11769572..0.18783814]	[0.14012411..0.18614762]	[0.12727265..0.179236]	[0.11769572..0.18937062]	
						PS 24:5 (6z-9z)/18:1	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
						PS 18:0/24:6 (6z)	[0.19668002..0.39288402]	[0.19952896..0.36773866]	[0.22189343..0.3598016]	[0.20244327..0.36506328]	[0.19668002..0.39288402]	
						PS 24:6 (6z)/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	
PS 42:7:0	0.35983345	0.38961062	0.45751607	0.45582512	[0.35983345..0.45751607]	Sum	[0.01466051..0.029952085]	[0.022159545..0.027600246]	[0.013121225..0.022092616]	[0.015120904..0.025055846]	[0.013121225..0.029952085]	
						PS 20:1/22:6 (4z)	[0.014661068..0.0299634]	[0.018398926..0.027181115]	[0.013131917..0.022074679]	[0.014050014..0.024490183]	[0.013131917..0.0299634]	
						PS 22:6 (4z)/20:1	[0.0..0.0]	[0.0..0.0048382385]	[0.0..0.0]	[0.0..0.0020081953]	[0.0..0.0048382385]	
